Armour, defensive (strategy);;inan;ke{ya} </i>[kɛ̝.jä´]<i>;;s
Arrive;;verb;je{pumte} </i>[dʑɛ̝.pum´.tɛ̝´]<i>;;s
Arrow;;inan;zo{de} </i>[zo̞.dɛ̝´]<i>;;s
Art, picture;;an;jo{zun} </i>[dʑo̞.zun´]<i>;;s
Artist;;an;jo{zun}si </i>[dʑo̞.zun´.si]<i>;Historical;s
Artist;;an;jo{zun}si </i>[dʑo̞.zun´.si]<i>;;s
Asbestos;;inan;en{ki}wi{ca} </i>[ɛ̝n.ki´.wi.tɕä´]<i>;Borrowed from Mallian;s
Ash;;inan;ye{da} </i>[jɛ̝.dä´]<i>;;s
Ask;;verb;jo{ko} </i>[dʑo̞.ko̞´]<i>;;s
Atom;;inan;seja{we} </i>[sɛ̝.dʑä.wɛ̝´]<i>;;s
Attack;;verb;ko{tsa}di </i>[ko̞.tsä´.di]<i>;;s
Attention;;;guwe </i>[gu.wɛ̝]<i>;;
Audience;;an;te{sa} </i>[tɛ̝.sä´]<i>;;s
Augmentative, chonker;;;tu </i>[tu]<i>;;s
Autism;;inan;;;s
Auto, self, by ...self;1;verb;lo{je} </i>[in.dʑɛ̝´]<i>;;s
Autumn, Fall;;inan;{i}sepa </i>[i´.sɛ̝.pä]<i>;;s
Avoid;;verb;be{ka} </i>[bɛ̝.kä´]<i>;;s
Aware;;verb;te{zhe}gu </i>[tɛ̝.ʑɛ̝´.gu]<i>;;s
Away;;adj;le{pe} </i>[lɛ̝.pɛ̝´]<i>;;s
Axe;;inan;{pa} </i>[pä´]<i>;;s
Axe;;inan;{pa}te </i>[pä´.tɛ̝]<i>;;s
Azkali;;inan;{atsu}kali </i>[ä´.tsu´.kä.li]<i>;;ahan
Azkali;;inan;za{ka}li{sa} </i>[zä.kä´.li.sä´]<i>;;s
Azkali (Language);;inan;za{ka}li{di}ye </i>[zä.kä´.li.di´.jɛ̝]<i>;;s
Azkali (Language);;inan;{atsu}kali{di}ye </i>[ä´.tsu´.kä.li.di´.jɛ̝]<i>;;ahan
Azkali (People);;an;za{ka}lisi </i>[zä.kä´.li.si]<i>;;s
Azkali (People);;an;{atsu}kalisi </i>[ä´.tsu´.kä.li.si]<i>;;ahan
Baby;BEBE;an;bebe </i>[bɛ̝.bɛ̝]<i>;;ahan
Baby;;an;pepe </i>[pɛ̝.pɛ̝]<i>;;s
Back;;inan;la{ke} </i>[lä.kɛ̝´]<i>;;s
Back;;inan;la{ke} </i>[lä.kɛ̝´]<i>;;s
Back and forth, sine (informal);;inan;;Used in Ahanan to refer to sine wave synths, and sine waves in general;s
Back, return;;verb;je{ke} </i>[dʑɛ̝.kɛ̝´]<i>;;s
Bad;DEFOTE;adj;de{fo}te </i>[dɛ̝.fo̞´.tɛ̝]<i>;;s
Bad;;adj;de{fo}te </i>[dɛ̝.fo̞´.tɛ̝]<i>;Widely considered to be racially motivated against Kaneeds, specifically Baphians, use with caution, there is not a good alternative besides spelling it out alphabetically;s
Bad;;adj;de{fo}te </i>[dɛ̝.fo̞´.tɛ̝]<i>;Widely considered to be racially motivated against Kalis, use with caution, there is not a good alternative besides spelling it out alphabetically;s
Bag;;inan;co{ze} </i>[tɕo̞.zɛ̝´]<i>;;s
Bake;;verb;bi{shu} </i>[bi.ɕu´]<i>;;s
Balance;;inan;de{su}je{ju} </i>[dɛ̝.su´.dʑɛ̝.dʑu´]<i>;;s
Ball;;inan;;;s
Banana;;inan;mo{ze} </i>[mo̞.zɛ̝´]<i>;;s
Banana tree;;an;mo{za}tsa </i>[mo̞.zä´.tsä]<i>;;s
Banister, railing;;inan;{kye}tsa </i>[kjɛ̝´.tsä]<i>;;s
Bank;;inan;po{dyi} </i>[po̞.dji´]<i>;;s
Baphia;TUKU;inan;{tu}kusa </i>[tu´.ku.sä]<i>;;s
Baphian (Language);BAFI;inan;ba{fi} {di}ye </i>[bä.fi´ di´.jɛ̝]<i>;;s
Baphian (People);NOPU;an;no{pu} si </i>[no̞.pu´ si]<i>;;s
Bar, Tavern;;inan;ze{ga} </i>[zɛ̝.gä´]<i>;;s
Barely;GATE;adj;{ga}te </i>[gä´.tɛ̝]<i>;Borrowed from Loremese;s
Bark (tree);;an;zu{de} </i>[zu.dɛ̝´]<i>;Archaic;s
Bark (tree);;an;zu{de} </i>[zu.dɛ̝´]<i>;;s
Barrusia;PALUŚIJA;inan;{pa}lushi{ya}sa </i>[pä´.lu.ɕi.jä´.sä]<i>;;s
Barrusia (Language);PALUŚIJA;inan;{pa}lushi{ya} {di}ye </i>[pä´.lu.ɕi.jä´ di´.jɛ̝]<i>;;s
Barrusian (People);PALUŚIJA;an;{pa}lushi{ya} si </i>[pä´.lu.ɕi.jä´ si]<i>;;s
Bat;;an;so{tsoshe} </i>[so̞.tso̞´.ɕɛ̝´]<i>;;s
Bay;;inan;seding </i>[sɛ̝.diŋ]<i>;;s
Be;CE;verb;ce </i>[tɕɛ̝]<i>;;ahan
Be;;verb;te </i>[tɛ̝]<i>;;s
Be late;;verb;;;s
Be nauseous;;verb;;;s
Be patient;;verb;;;s
Be round;;verb;;;s
Beamos;;inan;;;hy
Bean;;an;safa{su} </i>[sä.fä.su´]<i>;;s
Bear; ;an;e{yu} </i>[ɛ̝.ju´]<i>;;s
Beast;;an;ha{yi}won </i>[ha.ji´.wo̞]<i>;Borrowed from Jkawi;s
Beat, harm, fight;;verb;;;s
Beat, tempo;;inan;;;s
Beautiful;;adj;;;s
Beauty;;an;;;s
Because;PETEÑ;;pe{teng} </i>[pɛ̝.tɛ̝ŋ´]<i>;;s
Because;;;pe{teng} </i>[pɛ̝.tɛ̝ŋ´]<i>;Formal;s
Because;;;pe{teng} </i>[pɛ̝.tɛ̝ŋ´]<i>;;religion
Become, transform;;verb;se{wa} </i>[sɛ̝.wä´]<i>;;s
Bed;;inan;{sa} </i>[sä´]<i>;;s
Bed;;inan;{sa} </i>[sä´]<i>;Archaic;s
Bee;;an;pon{sye} </i>[po̞n.sjɛ̝´]<i>;;s
Bee’s wax;;inan;pon{sye}ke{pe}we </i>[po̞n.sjɛ̝´.kɛ̝.pɛ̝´.wɛ̝]<i>;;s
Beef (meat);;inan;se{te} </i>[sɛ̝.tɛ̝´]<i>;;s
Beetle;;an;um{he} </i>[um.hɛ̝´]<i>;;s
Before;;adj;ka{le} </i>[kä.lɛ̝´]<i>;;s
Befriend, become friends;;verb;{sho}sise </i>[ɕo´.si.sɛ̝]<i>;;s
Being (Non humanoid);;an;e{ya}wan </i>[ɛ̝.jä´.wän]<i>;;s
Being, person;;an;si </i>[si]<i>;Can be used for specific people but uncommon;s
Believe;;verb;{i}dze </i>[i´.dzɛ̝]<i>;;s
Bell;;inan;deso{yan} </i>[dɛ̝.so̞.jän´]<i>;;s
Belly, stomach;;an;{ku}ssa </i>[ku´.s:ä]<i>;;s
Below;;adj;tin </i>[tin]<i>;;s
Below, low;;adj;tin </i>[tin]<i>;;s
Bend, curve;;verb;;;s
Benumb, become numb;;verb;mang{ke}se </i>[mäŋ.kɛ̝´.sɛ̝]<i>;;s
Berry;;an;ke{yode} </i>[kɛ̝.jo̞´.dɛ̝´]<i>;;s
Bible, Shidamist;;an;musa </i>[mu.sä]<i>;Borrowed from Jkawi. For the Shidamist bible specifically;s
Big, large;;adj;po{ttu} </i>[po̞.t:u´]<i>;;s
Bile, vomit;;an;{ku}ssa{e}ze </i>[ku´.s:ä.ɛ̝´.zɛ̝]<i>;;s
Bill, invoice;;verb;;;s
Bill, invoice;;inan;;;s
Bimbo;;an;;;s
Birch tree;;an;{i}zengzu </i>[i´.zɛ̝ŋ.zu]<i>;;s
Bird;;an;to{tso} </i>[to̞.tso̞´]<i>;;s
Birth;;verb;wi{le}te </i>[wi.lɛ̝´.tɛ̝]<i>;;s
Bishop (Chess);;inan;ku{zo} </i>[ku.zo̞´]<i>;;s
Bite;;verb;{e}dede </i>[ɛ̝´.dɛ̝.dɛ̝]<i>;;s
BL, boy’s love, yaoi, gay media;JELOWI;inan;yelo{wi} </i>[jɛ̝.lo̞.wi´]<i>;;s
Black;;adj;{so}ye </i>[so̞´.jɛ̝]<i>;;s
Blight;;inan;;;s
Blind;;verb;;;s
Blind;;adj;;;s
Block;;verb;jeju{se} </i>[dʑɛ̝.dʑu.sɛ̝´]<i>;;s
Blood (informal);;an;se{we} </i>[sɛ̝.wɛ̝´]<i>;;s
Blood (vulgar);;an;se{kye} </i>[sɛ̝.kjɛ̝´]<i>;;s
Blossom;;verb;;;s
Blow;;verb;fo{ye} </i>[fo̞.jɛ̝´]<i>;;s
Blue;;adj;be{we} </i>[bɛ̝.wɛ̝´]<i>;;s
Boat;;inan;zon{ssa} </i>[zo̞n.s:ä´]<i>;;s
Body;;an;sum{po} </i>[sum.po̞´]<i>;;s
Bog down, slow down;;verb;nu{se}po{ttu} </i>[nu.sɛ̝´.po̞.t:u´]<i>;;s
Bog, swamp;;an;mu{peeko} </i>[mu.pɛ̝:´.ko̞´]<i>;;s
Boil;;verb;de{pe}we </i>[dɛ̝.pɛ̝´.wɛ̝]<i>;;s
Bokoblin;;an;;;hy
Bone;;an;mon{zang} </i>[mo̞n.zäŋ´]<i>;;s
Book;;inan;mu{za} </i>[mu.zä´]<i>;;s
Border;;inan;ono{tsa} </i>[o̞.no̞.tsä´]<i>;;s
Born;;verb;wi{le}te </i>[wi.lɛ̝´.tɛ̝]<i>;;s
Bottle;;inan;li{tepe}we </i>[li.tɛ̝´.pɛ̝´.wɛ̝]<i>;;s
Bottom (sexual);;an;kasi </i>[kä.si]<i>;;s
Bow;;inan;zo{ce} </i>[zo̞.ɕɛ̝´]<i>;;s
Bowl;;inan;;;s
Boy;;an;{pa}wa </i>[pä´.wä]<i>;Used for nonkaneeds, borrowed from Loremese;s
BPD;;inan;;;s
Brain, mind;;an;mu{je} </i>[mu.dʑɛ̝´]<i>;;s
Braise;;verb;sede{fee} </i>[sɛ̝.dɛ̝.fɛ̝:´]<i>;;s
Brat, a whiney child;HHASI;an;{hha}si </i>[h:ä´.si]<i>;;s
Bread;;inan;fe{de} </i>[fɛ̝.dɛ̝´]<i>;;s
Break;;verb;sin{ce}yu </i>[sin.tɕɛ̝´.ju]<i>;;s
Break in;;verb;she{ca} </i>[ɕɛ̝.tɕä´]<i>;;s
Breakfast;;inan;;;s
Breast;;an;jo{we} </i>[dʑo̞.wɛ̝´]<i>;;s
Breathe;;verb;se{ye} </i>[sɛ̝.jɛ̝´]<i>;;s
Brew;;verb;mu{pe}ja </i>[mu.pɛ̝´.dʑä]<i>;;s
Bright;;adj;{i}zengkyu </i>[i´.zɛ̝ŋ.kju]<i>;;s
Bring;;verb;{ki}doga </i>[ki´.do̞.gä]<i>;;s
Broadcast;;verb;;;s
Broil;;verb;poo{wa}de{ya} </i>[po̞:.wä´.dɛ̝.jä´]<i>;;s
Brother;;an;sa{zu}ba </i>[sä.zu´.bä]<i>;Used for nonkaneeds, borrowed from Loremese;s
Brown;;adj;;;s
Brush;;inan;se{de}gu </i>[sɛ̝.dɛ̝´.gu]<i>;;s
Bud, sprout;;verb;;;s
Build;;verb;ja{we} </i>[dʑä.wɛ̝´]<i>;;s
Building;;inan;je{we} </i>[dʑɛ̝.wɛ̝´]<i>;;s
Bulge;;verb;;;s
Bulge;;inan;;;s
Bull;;an;{a}se{ku} </i>[ä´.sɛ̝.ku´]<i>;;s
Bump;;verb;;;s
Burn;;verb;e{ya}ke </i>[ɛ̝.jä´.kɛ̝]<i>;;s
But;TEKE;;teke </i>[tɛ̝.kɛ̝]<i>;;s
Buy;;verb;po{ba} </i>[po̞.bä´]<i>;;s
Cabbage;;inan;le{no} </i>[lɛ̝.no̞´]<i>;;s
Cage;;inan;;;s
Calamity, disaster;;inan;;;s
Calendar;;inan;e{ke}mu{za} </i>[ɛ̝.kɛ̝´.mu.zä´]<i>;;s
Call (out), shout;;verb;de{te}ye </i>[dɛ̝.tɛ̝´.jɛ̝]<i>;;s
Call (phone);;verb;e{ye}o{wa} </i>[ɛ̝.jɛ̝´.o̞.wä´]<i>;;s
Call, name;;verb;yetu </i>[jɛ̝.tu]<i>;;s
Camel;;an;sho{te}be </i>[ɕo̞.tɛ̝´.bɛ̝]<i>;;s
Camera;;inan;;;s
Canada;FULANSU;inan;jang{ge}fu{lan}su </i>[dʑäŋ.gɛ̝´.fu.län´.su]<i>;;real
Candle;;inan;{ca}deke </i>[tɕä´.dɛ̝.kɛ̝ ]<i>;;s
Cannibal;;an;{na}tili </i>[nä´.ti.li]<i>;Borrowed from Azkali, ultimately from hngatiladdi /ŋ̊atilad:i/;s
Cannibalise;;verb;;;s
Cannibalism;;inan;{na}tilifo{nu} </i>[nä´.ti.li.fo̞.nu´]<i>;;s
Cannibalize;;verb;;;s
Canyon, ravine;;inan;{noe}de </i>[no̞´.ɛ̝´.dɛ̝]<i>;;s
Capacitor;;inan;;;s
Cape (fabric);;inan;u{sa}zhe </i>[u.sä´.ʑɛ̝]<i>;;s
Cape (geography);;inan;;;s
Capital;;inan;{be}wepoo{wa} </i>[bɛ̝´.wɛ̝.po̞:.wä´ ]<i>;;s
Capitalism;;inan;;;s
Captain (ship);;an;zon{e}fo{nu} </i>[zo̞n.ɛ̝´.fo̞.nu´]<i>;;s
Car;;inan;;;s
Card (deck);;inan;;;s
Card (game);;inan;;;s
Card, contact card;;inan;;;s
Care;;verb;{e}pe{ba} </i>[ɛ̝´.pɛ̝.bä´]<i>;;s
Career;;inan;;;s
Carnation;;an;;;s
Cartel;;inan;;;s
Carve;;verb;yete </i>[jɛ̝.tɛ̝]<i>;;s
Case (legal);;an;;;s
Case (linguistics);;inan;;;s
Case (storage);;inan;;;s
Cast (light);;verb;;;s
Cast (spell);;verb;;;s
Castle;;inan;ke{le} </i>[kɛ̝.lɛ̝´]<i>;;s
Castle (Chess);;verb;ma{tse} </i>[mä.tsɛ̝´]<i>;;s
Cat;;an;tin{ge} </i>[tiŋ.gɛ̝´]<i>;;s
Cause, causative;;verb;{ke}be </i>[kɛ̝´.bɛ̝]<i>;;s
Cave;;inan;be{kye} </i>[bɛ̝.kjɛ̝´]<i>;;ahan
Cave;;inan;dong{ko}yo </i>[do̞ŋ.ko̞´.jo̞]<i>;;s
Cave entrance;;inan;pedong{ko} </i>[pɛ̝.do̞ŋ.ko̞´]<i>;;s
Celebration, festival;;inan;;;s
Cell;;an;{e}syeko </i>[ɛ̝´.sjɛ̝.ko̞]<i>;;s
Cellphone;OJEN;inan;o{yen} </i>[o̞.jɛ̝n´]<i>;;s
Cellphone;;inan;o{wa}e{ye} </i>[o̞.wä´.ɛ̝.jɛ̝´]<i>;;s
Center;;adj;{fo}pu </i>[fo̞´.pu]<i>;;s
Certain, be certain;;verb;yu{ye}yim </i>[ju.jɛ̝´.jim]<i>;;s
Chaebol;;inan;{ku}sabate </i>[ku´.s:ä.bä.tɛ̝]<i>;Considered rude but is becoming more widely used, especially in news outlets;s
Chain;;inan;;;s
Chair;;inan;;;s
Change;;verb;de{kye} </i>[dɛ̝.kjɛ̝´]<i>;;s
Chapter;;inan;mu{za}zzo </i>[mu.zä´.z:o̞]<i>;;s
Chasm;;inan;{jue}de </i>[ju´.ɛ̝´.dɛ̝]<i>;;s
Chess;;inan;{ze}tagu </i>[zɛ̝´.tä.gu]<i>;;s
Chest (Body);;inan;sum{po} </i>[sum.po̞´]<i>;;s
Chest (Body), upper body ;;inan;{tso}webi </i>[tso̞´.wɛ̝.bi]<i>;;s
Chicken;;an;to{tso}cho </i>[to̞.tso̞´.tɕo̞]<i>;;s
Chickpea;;an;;;s
Child labour laws;;inan;pe{leesewa}wo </i>[pɛ̝.lɛ̝:´.sɛ̝´.wä´.wo̞]<i>;;s
Child labour laws;;inan;pe{leesewa}wo </i>[pɛ̝.lɛ̝:´.sɛ̝´.wä´.wo̞]<i>;Archaic;s
Child, kid;;an;pe{le} </i>[pɛ̝.lɛ̝´]<i>;;s
Chip, crisp;;inan;;;s
Cholto;CODO;;{co}do </i>[tɕo̞´.do̞]<i>;Codo is a filler word, like “well”, it can also be used as a diminutive;s
Chopsticks;;inan;;;s
Christmas;KURISUMASE;inan;ku{lisu}mase </i>[ku.li´.su´.mä.sɛ̝]<i>;;real
Christmas time;KURISUMASE;inan;ku{lisu}maseda </i>[ku.li´.su´.mä.sɛ̝.dä]<i>;;real
Chuchu;;an;;;hy
Chunk;;inan;;;s
Church (Saulist);;inan;za{ta}zha{da} </i>[zä.tä´.ʑä.dä´]<i>;Borrowed from Loremese;s
Church (Shidamist);;an;;;s
Cinema, movie theatre / theater;;inan;je{je} </i>[pum´.dʑɛ̝´]<i>;;s
Circle;;inan;sho{she} </i>[ɕo̞.ɕɛ̝´]<i>;;s
Citrus;;inan;jim{fo} </i>[dʑim.fo̞´]<i>;;s
City;;inan;{be}wetu </i>[bɛ̝´.wɛ̝.tu]<i>;;s
Clan;;inan;i{ke} </i>[i.kɛ̝´]<i>;;s
Class (wealth);;inan;se{fye} </i>[sɛ̝.fjɛ̝´]<i>;;s
Clear;;verb;;;s
Cliff;;inan;{fa}ka </i>[fä´.kä]<i>;;s
Climb;;verb;ceng{kka} </i>[tɕɛ̝ŋ.k:ä´]<i>;;s
Close;;verb;{tsa}do </i>[tsä´.do̞]<i>;;s
Cloth;;inan;son </i>[so̞n]<i>;;s
Clothes;;inan;u{ya} </i>[u.jä´]<i>;;s
Cloud;;inan;{pu}ce </i>[pu´.tɕɛ̝]<i>;Historical;s
Cloud;;inan;{pu}ce </i>[pu´.tɕɛ̝]<i>;;s
Club, rave;;inan;ze{pun} </i>[zɛ̝.pun´]<i>;;s
Cocaine, coke;;inan;;;s
Coffee;;inan;;;s
Coffee bean;;an;;;s
Cold;;adj;son{kku} </i>[so̞ŋ.k:u´]<i>;;s
Collar;;inan;;;s
Collect;;verb;du{nun} </i>[du.nun´]<i>;;s
Colonize;;verb;;;s
Colour / color;;inan;tu{zong} </i>[tu.zo̞ŋ´]<i>;;s
Combine freely, mix and match;;verb;seu{ya} </i>[sɛ̝.u.jä´]<i>;;s
Come, head towards;;verb;yu </i>[ju]<i>;;s
Commit suicide;;verb;{zu}je{beton} </i>[zu´.dʑɛ̝.bɛ̝´.to̞n´]<i>;;s
Community, village;;inan;;;s
Commute;;verb;;;s
Company (Business) ;;inan;;;s
Company, a group of people;;an;;;s
Complete;;adj;kele </i>[ke.le]<i>;Borrowed from Jkawi;s
Complex, complicated;;adj;;;s
Compliment;;verb;so{de}e{ye} </i>[so̞.dɛ̝´.ɛ̝.jɛ̝´]<i>;;s
Computer;;inan;mu{je}kesi </i>[mu.dʑɛ̝´.kɛ̝.si]<i>;;s
Concept;;inan;ke{le}pe </i>[kɛ̝.lɛ̝´.pɛ̝]<i>;;s
Concern;;verb;;;s
Concern, business;;inan;;;s
Conclude;;verb;;;s
Condition, adapt;;verb;;;s
Conditional marker;;;;;s
Cone;;inan;;;s
Confess, tell;;verb;ke{je} </i>[kɛ̝.dʑɛ̝´]<i>;;s
Conglomerate, chaebol;;inan;ze{pa} </i>[zɛ̝.pä´]<i>;;s
Conquer;;verb;;;s
Consider, think about, reflect, figure out;;verb;fo{lu} </i>[fo̞.lu´]<i>;;s
Container;;inan;pe{kyo} </i>[pɛ̝.kjo̞´]<i>;;s
Continue;;verb;su{zzu} </i>[su.z:u´]<i>;;s
Contrary;;adj;{zze} </i>[z:ɛ̝´]<i>;;s
Control;;verb;{si}te </i>[si´.tɛ̝]<i>;;s
Control;;inan;{si}tefo{nu} </i>[si´.tɛ̝.fo̞.nu´]<i>;;s
Convalesce;;verb;;;s
Cook;;verb;de{fee} </i>[dɛ̝.fɛ̝:´]<i>;;s
Copper;;inan;;;s
Coral;;an;;;s
Coral (reef);;inan;;;s
Corpse;;inan;{do}ku </i>[do̞´.ku]<i>;;s
Correct;;adj;{ki}je </i>[ki´.dʑɛ̝]<i>;Historical;s
Correct, right;;adj;{ki}je </i>[ki´.dʑɛ̝]<i>;;s
Correspond;;verb;;;s
Corrupt;;verb;;;s
Corruption;;inan;;;s
Cotton;;an;;;s
Couch;FILA;inan;{fi}la </i>[fi´.lä]<i>;Borrowed from Jkawi. Older;s
Could, may do;;verb;sye </i>[sjɛ̝]<i>;;s
Counsel;;verb;;;s
Count;;verb;zo{te} </i>[zo̞.tɛ̝´]<i>;;s
Country, nation;;inan;pe{ta} </i>[pɛ̝.tä´]<i>;;s
County;;inan;;;s
Cousin;;an;;;s
Cover;;verb;ke{de} </i>[kɛ̝.dɛ̝´]<i>;;s
Cow;;an;se{ku} </i>[sɛ̝.ku´]<i>;;s
Crab;;an;ke{ye} </i>[kɛ̝.jɛ̝´]<i>;;s
Crane (bird);;an;;;s
Crayon;;inan;{ca}tu{pe} </i>[tɕä´.tu.pɛ̝´]<i>;;s
Create;;verb;ja{be} </i>[dʑä.bɛ̝´]<i>;;s
Creole;;inan;de{di}ye </i>[dɛ̝.di´.jɛ̝]<i>;;s
Crestwalking, walking in the rain and falling face first;;verb;;;s
Crime;;inan;e{ke}yun </i>[ɛ̝.kɛ̝´.jun]<i>;;s
Cring;LIÑ;inan;ling{sa} </i>[liŋ.sä´]<i>;;s
Cring (Language);LIÑ;inan;ling{di}ye </i>[liŋ.di´.jɛ̝]<i>;;s
Cring (People);LIÑ;an;lingsi </i>[liŋ.si]<i>;;s
Croptop, baby tee;;inan;;;s
Crowdfund;;verb;;;s
Crunk, crazy intoxicated, incredibly intoxicated;;verb;;;ahan
Cry;;verb;ba{ka} </i>[bä.kä´]<i>;;s
Cucco;;an;;;hy
Cuddle, spoon;;verb;;;s
Cult classic;;inan;uja </i>[u.dʑä]<i>;;real
Cultivate;;verb;;;s
Culture;;inan;mu{kye} </i>[mu.kjɛ̝´]<i>;;s
Cum, semen (vulgar);;an;;;s
Cunty;KISE;an;ki{se} </i>[ki.sɛ̝´]<i>;;ahan
Cup;;inan;;;s
Cure;;verb;;;s
Cut;;verb;ko{she} </i>[ko̞.ɕɛ̝´]<i>;;s
Cyan, sky blue;;adj;shuwe </i>[ɕu.wɛ̝]<i>;Sunterian borrowing. Uncommon;s
Cysteia;SSIDIJA;inan;{ssi}diya{sa} </i>[s:i´.di.jä.sä´]<i>;;s
Cysteian (Language);SSIDIJA;inan;{ssi}diya {di}ye </i>[s:i´.di.jä di´.jɛ̝]<i>;;s
