Anralian (Language);ANLA;inan;an{la} {di}ye </i>[än.lä´ di´.jɛ̝]<i>;;s
Anralian (People);ANLA;an;an{la} si </i>[än.lä´ si]<i>;;s
Answer;;verb;{le}we </i>[lɛ̝´.wɛ̝]<i>;;s
Antelope;;an;{nye}ko </i>[njɛ̝´.ko̞]<i>;;s
Antimony;;inan;pu{ko} </i>[pu.ko̞´]<i>;;s
Anxiety;;inan;shin{po} </i>[ɕin.po̞´]<i>;;s
Any time, ever;;inan;gu{ke} </i>[gu.kɛ̝´]<i>;;s
Apartment;;inan;bi{ce} </i>[bi.tɕɛ̝´]<i>;;s
APC;;inan;in{za}fonupefo{lu}zhuwe{tem} </i>[in.zä´.fo̞.nu.pɛ̝.fo̞.lu´.ʑu.wɛ̝.tɛ̝m´]<i>;Fashion brand, translation of Atelier de Production et de Création, what apc stands for;real
Apologize;;verb;so{ze} </i>[so̞.zɛ̝´]<i>;;s
Appear;;verb;yugu </i>[ju.gu]<i>;;s
Append;;verb;bbi{ba} </i>[b:i.bä´]<i>;;s
Apple;;an;{si}on </i>[si´.o̞n]<i>;Borrowed from Azkali;s
Application, program;;inan;ju{wa} </i>[dʑu.de.wä´]<i>;;s
Arabic (Language);ALABIIJA;inan;alibii{ya}ye </i>[ä.li.bi:´jä.jɛ̝]<i>;;real
Archangel;;inan;poo{dope}jebasi </i>[po̞:.do̞´.pɛ̝´.dʑɛ̝.bä´.si]<i>;;s
Archer, bowsman;;an;zo{ce}si </i>[zo̞.ɕɛ̝´.si]<i>;;s
Area (math);;inan;be{de} </i>[bɛ̝.dɛ̝´]<i>;;s
Arm;;inan;{ta}we </i>[tä´.wɛ̝]<i>;;s
Armos;AMOSU;inan;{a}mosu </i>[ä´.mo̞.su]<i>;;hy
Armour, defensive (strategy);;inan;ke{ya} </i>[kɛ̝.jä´]<i>;;s
Arrange;;verb;{du}zo </i>[du´.zo̞]<i>;;s
Arrive;;verb;je{pumte} </i>[dʑɛ̝.pum´.tɛ̝´]<i>;;s
Arrow;;inan;zo{de} </i>[zo̞.dɛ̝´]<i>;;s
Art, picture;;an;jo{zun} </i>[dʑo̞.zun´]<i>;;s
Artist;;an;jo{zun}si </i>[dʑo̞.zun´.si]<i>;Historical;s
Artist;;an;jo{zun}si </i>[dʑo̞.zun´.si]<i>;;s
Asbestos;;inan;en{ki}wi{ca} </i>[ɛ̝n.ki´.wi.tɕä´]<i>;Borrowed from Mallian;s
Ash;;inan;ye{da} </i>[jɛ̝.dä´]<i>;;s
Ask;;verb;jo{ko} </i>[dʑo̞.ko̞´]<i>;;s
Atom;;inan;seja{we} </i>[sɛ̝.dʑä.wɛ̝´]<i>;;s
Attack;;verb;ko{tsa}di </i>[ko̞.tsä´.di]<i>;;s
Attention;;inan;guwe </i>[gu.wɛ̝]<i>;;s
Audience;;an;te{sa} </i>[tɛ̝.sä´]<i>;;s
Augmentative, chonker;;;tu </i>[tu]<i>;;s
Autism;1;inan;in{je}yu{ya}do{ki}deyan </i>[in.dʑɛ̝´.ju.jä´.do̞.ki´.dɛ̝.jän]<i>;;s
Auto, self, by ...self;1;verb;in{je} </i>[in.dʑɛ̝´]<i>;;s
Autosluria, call oneself a slur;1;verb;yetuin{je}do{diin}sotue </i>[jɛ̝.tu.in.dʑɛ̝´.do̞.di:n´.so̞.tu.ɛ̝.]<i>;;s
Autumn, Fall;;inan;{i}sepa </i>[i´.sɛ̝.pä]<i>;;s
Avoid;;verb;be{ka} </i>[bɛ̝.kä´]<i>;;s
Aware;;verb;te{zhe}gu </i>[tɛ̝.ʑɛ̝´.gu]<i>;;s
Away;;adj;le{pe} </i>[lɛ̝.pɛ̝´]<i>;;s
Axe;;inan;{pa}te </i>[pä´.tɛ̝]<i>;;s
Axe, tool;;inan;{pa} </i>[pä´]<i>;;s
Azkali;;inan;{atsu}kali </i>[ä´.tsu´.kä.li]<i>;;ahan
Azkali;;inan;za{ka}li{sa} </i>[zä.kä´.li.sä´]<i>;;s
Azkali (Language);;inan;{atsu}kali{di}ye </i>[ä´.tsu´.kä.li.di´.jɛ̝]<i>;;ahan
Azkali (Language);;inan;za{ka}li{di}ye </i>[zä.kä´.li.di´.jɛ̝]<i>;;s
Azkali (People);;an;{atsu}kalisi </i>[ä´.tsu´.kä.li.si]<i>;;ahan
Azkali (People);;an;za{ka}lisi </i>[zä.kä´.li.si]<i>;;s
Baby;BEBE;an;bebe </i>[bɛ̝.bɛ̝]<i>;;ahan
Baby;;an;pepe </i>[pɛ̝.pɛ̝]<i>;;s
Back;;inan;la{ke} </i>[lä.kɛ̝´]<i>;;s
Back;;inan;la{ke} </i>[lä.kɛ̝´]<i>;;s
Back and forth, sine (informal);;inan;se{ke} </i>[sɛ̝.kɛ̝´]<i>;Used in Ahanan to refer to sine wave synths, can be used for sine waves in general but not common;s
Back, return;;verb;je{ke} </i>[dʑɛ̝.kɛ̝´]<i>;;s
Backstory;;inan;{po}ta{u}tee{ye} </i>[po̞´.tä.u´.tɛ̝.ɛ̝.jɛ̝´]<i>;;s
Bad;DEFOTE;adj;de{fo}te </i>[dɛ̝.fo̞´.tɛ̝]<i>;;s
Bad;;adj;de{fo}te </i>[dɛ̝.fo̞´.tɛ̝]<i>;Widely considered to be racially motivated against Kaneeds, specifically Baphians, use with caution, there is not a good alternative besides spelling it out alphabetically;s
Bad;;adj;de{fo}te </i>[dɛ̝.fo̞´.tɛ̝]<i>;Widely considered to be racially motivated against Kalis, use with caution, there is not a good alternative besides spelling it out alphabetically;s
Bag;;inan;co{ze} </i>[tɕo̞.zɛ̝´]<i>;;s
Bake;;verb;bi{shu} </i>[bi.ɕu´]<i>;;s
Balance;;inan;de{su}je{ju} </i>[dɛ̝.su´.dʑɛ̝.dʑu´]<i>;;s
Ball;;inan;she{pa} </i>[ɕɛ̝.pä´]<i>;;s
Banana;;inan;mo{ze} </i>[mo̞.zɛ̝´]<i>;;s
Banana tree;;an;mo{za}tsa </i>[mo̞.zä´.tsä]<i>;;s
Banister, railing;;inan;{kye}tsa </i>[kjɛ̝´.tsä]<i>;;s
Bank;;inan;po{dyi} </i>[po̞.dji´]<i>;;s
Baphia;TUKU;inan;{tu}kusa </i>[tu´.ku.sä]<i>;;s
Baphian (Language);BAFI;inan;ba{fi} {di}ye </i>[bä.fi´ di´.jɛ̝]<i>;;s
Baphian (People);NOPU;an;no{pu} si </i>[no̞.pu´ si]<i>;;s
Bar, Tavern;;inan;ze{ga} </i>[zɛ̝.gä´]<i>;;s
Barely;GATE;adj;{ga}te </i>[gä´.tɛ̝]<i>;Borrowed from Loremese;s
Bark (tree);;an;zu{de} </i>[zu.dɛ̝´]<i>;Archaic;s
Bark (tree);;an;zu{de} </i>[zu.dɛ̝´]<i>;;s
Barrusia;PALUŚIJA;inan;{pa}lushi{ya}sa </i>[pä´.lu.ɕi.jä´.sä]<i>;;s
Barrusia (Language);PALUŚIJA;inan;{pa}lushi{ya} {di}ye </i>[pä´.lu.ɕi.jä´ di´.jɛ̝]<i>;;s
Barrusian (People);PALUŚIJA;an;{pa}lushi{ya} si </i>[pä´.lu.ɕi.jä´ si]<i>;;s
Bat;;an;so{tsoshe} </i>[so̞.tso̞´.ɕɛ̝´]<i>;;s
Bay;;inan;seding </i>[sɛ̝.diŋ]<i>;;s
Be;CE;verb;ce </i>[tɕɛ̝]<i>;;ahan
Be;;verb;te </i>[tɛ̝]<i>;;s
Be late, not on time;;verb;e{zhe} </i>[e.ʑɛ̝´]<i>;;s
Be nauseous;;verb;ku{de} </i>[ku.dɛ̝´]<i>;;s
Be patient;;verb;nu{de} </i>[nu.dɛ̝´]<i>;;s
Be round;;verb;{go}yo </i>[go̞´.jo̞]<i>;;s
Beamos;BIMOSU;inan;{bii}mosu </i>[bi:´.mo.su]<i>;;hy
Bean;;an;safa{su} </i>[sä.fä.su´]<i>;;s
Bear; ;an;e{yu} </i>[ɛ̝.ju´]<i>;;s
Beast;;an;ha{yi}won </i>[ha.ji´.wo̞]<i>;Borrowed from Jkawi;s
Beat, tempo;;inan;ko{je} </i>[ko̞.dʑɛ̝´]<i>;;s
Beautiful, handsome;;adj;ze{pu}tu </i>[zɛ̝.pu´.tu]<i>;;s
Beauty;;an;ze{pu} </i>[zɛ̝.pu´]<i>;;s
Because;PETEÑ;;pe{teng} </i>[pɛ̝.tɛ̝ŋ´]<i>;;s
Because;;;pe{teng} </i>[pɛ̝.tɛ̝ŋ´]<i>;;religion
Because;;;pe{teng} </i>[pɛ̝.tɛ̝ŋ´]<i>;Formal;s
Become, transform;;verb;se{wa} </i>[sɛ̝.wä´]<i>;;s
Bed;;inan;{sa} </i>[sä´]<i>;;s
Bed;;inan;{sa} </i>[sä´]<i>;Archaic;s
Bee;;an;pon{sye} </i>[po̞n.sjɛ̝´]<i>;;s
Bee’s wax;;inan;pon{sye}ke{pe}we </i>[po̞n.sjɛ̝´.kɛ̝.pɛ̝´.wɛ̝]<i>;;s
Beef (meat);;inan;se{te} </i>[sɛ̝.tɛ̝´]<i>;;s
Beetle;;an;um{he} </i>[um.hɛ̝´]<i>;;s
Before;;adj;ka{le} </i>[kä.lɛ̝´]<i>;;s
Befriend, become friends;;verb;{sho}sise </i>[ɕo´.si.sɛ̝]<i>;;s
Being (Non humanoid);;an;e{ya}wan </i>[ɛ̝.jä´.wän]<i>;;s
Being, person;;an;si </i>[si]<i>;Can be used for specific people but uncommon;s
Believe;;verb;{i}dze </i>[i´.dzɛ̝]<i>;;s
Bell;;inan;deso{yan} </i>[dɛ̝.so̞.jän´]<i>;;s
Belly, stomach;;an;{ku}ssa </i>[ku´.s:ä]<i>;;s
Below;;adj;tin </i>[tin]<i>;;s
Below, low;;adj;tin </i>[tin]<i>;;s
Belt;;inan;{tse}kue{yacen} </i>[tsɛ̝´.ku.ɛ̝.jä´.tɕɛ̝n´]<i>;;s
Bend, curve;;verb;de{na} </i>[dɛ̝.nä´]<i>;;s
Benumb, become numb;;verb;mang{ke}se </i>[mäŋ.kɛ̝´.sɛ̝]<i>;;s
Berry;;an;ke{yode} </i>[kɛ̝.jo̞´.dɛ̝´]<i>;;s
Best friend, a “ride or die”;;an;yo{sho}si </i>[jo̞.ɕo̞´.si]<i>;;s
Bible, Shidamist;;an;musa </i>[mu.sä]<i>;Borrowed from Jkawi. For the Shidamist bible specifically;s
Bicycle;ŹALO;inan;ja{lo} </i>[dʑä.lo̞´]<i>;Borrowed from Loremese;s
Bicycle;2;inan;ce{ce} </i>[tɕɛ̝.tɕɛ̝´]<i>;;ahan
Big, large;;adj;po{ttu} </i>[po̞.t:u´]<i>;;s
Bile, vomit;;an;{ku}ssa{e}ze </i>[ku´.s:ä.ɛ̝´.zɛ̝]<i>;;s
Bill, invoice;;inan;pe{ko}po </i>[pɛ̝.ko̞´.po̞]<i>;;s
Bill, invoice;;verb;pe{ko}po </i>[pɛ̝.ko̞´.po̞]<i>;;s
Bimbo;;an;senacin </i>[sɛ̝.nä.tɕin]<i>;;s
Birch tree;;an;{i}zengzu </i>[i´.zɛ̝ŋ.zu]<i>;;s
Bird;;an;to{tso} </i>[to̞.tso̞´]<i>;;s
Birth;;verb;wi{le}te </i>[wi.lɛ̝´.tɛ̝]<i>;;s
Bishop (Chess);;inan;ku{zo} </i>[ku.zo̞´]<i>;;s
Bitch;KUMU;inan;ku{mu} </i>[ku.mu´]<i>;;s
Bite;;verb;{e}dede </i>[ɛ̝´.dɛ̝.dɛ̝]<i>;;s
BL, boy’s love, yaoi, gay media;JELOWI;inan;yelo{wi} </i>[jɛ̝.lo̞.wi´]<i>;;s
Black;;adj;{so}ye </i>[so̞´.jɛ̝]<i>;;s
Blight;;inan;so{syede} </i>[so̞.sjɛ̝´.dɛ̝´]<i>;;s
Blind;;adj;tso{bi}do{ki}de </i>[tso̞.bi´.do̞.ki´.dɛ̝]<i>;;s
Blind;;verb;tso{syi} </i>[tso̞.sji´]<i>;;s
Block;;verb;jeju{se} </i>[dʑɛ̝.dʑu.sɛ̝´]<i>;;s
Blood (informal);;an;se{we} </i>[sɛ̝.wɛ̝´]<i>;;s
Blood (vulgar);;an;se{kye} </i>[sɛ̝.kjɛ̝´]<i>;;s
Blossom, bloom;;verb;we{he} </i>[wɛ̝.hɛ̝´]<i>;;s
Blow;;verb;fo{ye} </i>[fo̞.jɛ̝´]<i>;;s
Blue;;adj;be{we} </i>[bɛ̝.wɛ̝´]<i>;;s
Boat;;inan;zon{ssa} </i>[zo̞n.s:ä´]<i>;;s
Body;;an;sum{po} </i>[sum.po̞´]<i>;;s
Bog down, slow down;;verb;nu{sewa} </i>[nu.sɛ̝´.wä´ ]<i>;;s
Bog, swamp;;an;mu{peeko} </i>[mu.pɛ̝:´.ko̞´]<i>;;s
Boil;;verb;de{pe}we </i>[dɛ̝.pɛ̝´.wɛ̝]<i>;;s
Bokoblin;BOKOBULIN;an;bo{ko}bu{lin} </i>[bo̞.ko̞´.bu.lin´]<i>;;hy
Bone;;an;mon{zang} </i>[mo̞n.zäŋ´]<i>;;s
Book;;inan;mu{za} </i>[mu.zä´]<i>;;s
Border;;inan;ono{tsa} </i>[o̞.no̞.tsä´]<i>;;s
Born;;verb;wi{le}te </i>[wi.lɛ̝´.tɛ̝]<i>;;s
Bottle;;inan;li{tepe}we </i>[li.tɛ̝´.pɛ̝´.wɛ̝]<i>;;s
Bottom (sexual);;an;kasi </i>[kä.si]<i>;;s
Bow;;inan;zo{ce} </i>[zo̞.ɕɛ̝´]<i>;;s
Bowl;;inan;{pe}yo </i>[pɛ̝´.jo̞]<i>;;s
Boy;;an;{pa}wa </i>[pä´.wä]<i>;Used for nonkaneeds, borrowed from Loremese;s
BPD;;inan;oso{zhe}do{ki}deyan </i>[o̞.so̞.ʑɛ̝´.do̞.ki´.dɛ̝.jän]<i>;;s
Brain, mind;;an;mu{je} </i>[mu.dʑɛ̝´]<i>;;s
Braise;;verb;sede{fee} </i>[sɛ̝.dɛ̝.fɛ̝:´]<i>;;s
Brat, a whiney child;HHASI;an;{hha}si </i>[h:ä´.si]<i>;;s
Bread;;inan;fe{de} </i>[fɛ̝.dɛ̝´]<i>;;s
Break;;verb;sin{ce}yu </i>[sin.tɕɛ̝´.ju]<i>;;s
Break in (shoes), get used to;;verb;se{to}bezo </i>[sɛ̝.to̞´.bɛ̝.zo̞]<i>;;s
Break in to (house, building), forcibly enter;;verb;she{ca} </i>[ɕɛ̝.tɕä´]<i>;;s
Breakfast;;inan;{epelang} </i>[ɛ̝´.pɛ̝´.läŋ´]<i>;;s
Breast;;an;jo{we} </i>[dʑo̞.wɛ̝´]<i>;;s
Breathe;;verb;se{ye} </i>[sɛ̝.jɛ̝´]<i>;;s
Brew;;verb;mu{pe}ja </i>[mu.pɛ̝´.dʑä]<i>;;s
Bright;;adj;{i}zengkyu </i>[i´.zɛ̝ŋ.kju]<i>;;s
Bring;;verb;{ki}doga </i>[ki´.do̞.gä]<i>;;s
Broadcast;;verb;pegu{kam} </i>[pɛ̝.gu.käm´]<i>;;s
Broil;;verb;poo{wa}de{ya} </i>[po̞:.wä´.dɛ̝.jä´]<i>;;s
Brother;SAZUBA;an;sa{zu}ba </i>[sä.zu´.bä]<i>;Used for nonkaneeds, borrowed from Loremese;s
Brown;;adj;za{ti} </i>[zä.ti´]<i>;;s
Brush;;inan;se{de}gu </i>[sɛ̝.dɛ̝´.gu]<i>;;s
Bud, sprout;;verb;se{de} </i>[sɛ̝.dɛ̝´]<i>;;s
Build;;verb;ja{we} </i>[dʑä.wɛ̝´]<i>;;s
Building;;inan;je{we} </i>[dʑɛ̝.wɛ̝´]<i>;;s
Bulge;;verb;{bi}ko </i>[bi´.ko̞]<i>;;s
Bulge;;inan;{bi}kozhu </i>[bi´.ko̞.ʑu]<i>;;s
Bull;;an;{a}se{ku} </i>[ä´.sɛ̝.ku´]<i>;;s
Bullet;;inan;a{de} </i>[ä.dɛ̝´]<i>;;s
Bump, bounce;;verb;{za}ko </i>[zä´.ko̞]<i>;;s
Burn;;verb;e{ya}ke </i>[ɛ̝.jä´.kɛ̝]<i>;;s
But;TEKE;;teke </i>[tɛ̝.kɛ̝]<i>;;s
Buy;;verb;po{ba} </i>[po̞.bä´]<i>;;s
Cabbage;;inan;le{no} </i>[lɛ̝.no̞´]<i>;;s
Cage;;inan;ke{dyi} </i>[kɛ̝.dji´]<i>;;s
Calamity, disaster;;inan;sa{koo} </i>[sä.ko̞:´]<i>;;s
Calendar;;inan;e{ke}mu{za} </i>[ɛ̝.kɛ̝´.mu.zä´]<i>;;s
Call (out), shout;;verb;de{te}ye </i>[dɛ̝.tɛ̝´.jɛ̝]<i>;;s
Call (phone);;verb;e{ye}o{wa} </i>[ɛ̝.jɛ̝´.o̞.wä´]<i>;;s
Call, name;;verb;yetu </i>[jɛ̝.tu]<i>;;s
Calm;;adj;ze{ju} </i>[zɛ̝.dʑu´]<i>;;s
Camel;;an;sho{te}be </i>[ɕo̞.tɛ̝´.bɛ̝]<i>;;s
Camera;;inan;sotu{pe}si </i>[so̞.tu.pɛ̝´.si]<i>;;s
Canada;FULANSU;inan;jang{ge}fu{lan}su </i>[dʑäŋ.gɛ̝´.fu.län´.su]<i>;;real
Candle;;inan;{ca}deke </i>[tɕä´.dɛ̝.kɛ̝ ]<i>;;s
Cannibal;;an;{na}tilisi </i>[nä´.ti.li.si]<i>;Borrowed from Azkali, ultimately from hngatiladdi /ŋ̊atilad:i/;s
Cannibalise;;verb;{na}tili </i>[nä´.ti.li]<i>;Borrowed from Azkali, ultimately from hngatiladdi /ŋ̊atilad:i/;s
Cannibalism;;inan;{na}tili{nu} </i>[nä´.ti.li.nu´]<i>;;s
Canyon, ravine;;inan;{noe}de </i>[no̞´.ɛ̝´.dɛ̝]<i>;;s
Capacitor;;inan;o{wa}ssa </i>[o̞.wä´.s:ä]<i>;;s
Cape (fabric);;inan;u{sa}zhe </i>[u.sä´.ʑɛ̝]<i>;;s
Cape (geography);;inan;duce{igu} </i>[du.tɕɛ̝.i´.gu´]<i>;;s
Capital;;inan;{be}wepoo{wa} </i>[bɛ̝´.wɛ̝.po̞:.wä´ ]<i>;;s
Capitalism;;inan;pofo{lu}te </i>[po̞.fo̞.lu´.tɛ̝]<i>;;s
Captain (ship);;an;zon{e}fo{nu} </i>[zo̞n.ɛ̝´.fo̞.nu´]<i>;;s
Car;;inan;kepe{ce} </i>[kɛ̝.pɛ̝.tɕɛ̝´]<i>;;s
Card (deck);;inan;zu{zhe} </i>[zu.ʑɛ̝´]<i>;;s
Card (game);;inan;;;s
Card game;;inan;zu{zhe}zo{ka} </i>[zu.ʑɛ̝´.zo̞.kä´]<i>;;s
Card, contact card;;inan;zu{zhe} </i>[zu.ʑɛ̝´]<i>;;s
Care;;verb;{e}pe{ba} </i>[ɛ̝´.pɛ̝.bä´]<i>;;s
Career (history);;inan;we{kam}he </i>[wɛ̝.käm´.hɛ̝]<i>;;s
Carnation;;an;soke{she}we </i>[so̞.kɛ̝.ɕɛ̝´.wɛ̝]<i>;;s
Carve (flesh);;verb;ye{te} </i>[jɛ̝.tɛ̝´]<i>;;s
Carve (stone);;verb;{kizang} </i>[ki´.zäŋ´]<i>;;s
Case (legal);;an;{wa}te </i>[wä´.tɛ̝]<i>;;s
Case (linguistics);;inan;de{kang} </i>[dɛ̝.käŋ´]<i>;;s
Case (storage);;inan;be{be} </i>[bɛ̝.bɛ̝´]<i>;;s
Cast (away), send (off, away);;verb;pe{pum} </i>[pɛ̝.pum´]<i>;;s
Cast (light), light (way);;verb;{ki}jkye </i>[ki´.kjɛ̝]<i>;;s
Castle;;inan;ke{le} </i>[kɛ̝.lɛ̝´]<i>;;s
Castle (Chess);;verb;ma{tse} </i>[mä.tsɛ̝´]<i>;;s
Cat;;an;ting{ge} </i>[tiŋ.gɛ̝´]<i>;;s
Cause, causative, cast (spell);;verb;{ke}be </i>[kɛ̝´.bɛ̝]<i>;;s
Cave;;inan;be{kye} </i>[bɛ̝.kjɛ̝´]<i>;;ahan
Cave;;inan;dong{ko}yo </i>[do̞ŋ.ko̞´.jo̞]<i>;;s
Cave entrance;;inan;pedong{ko} </i>[pɛ̝.do̞ŋ.ko̞´]<i>;;s
Celebration, festival, ceremony;;inan;zo{ke} </i>[zo̞.kɛ̝´]<i>;;s
Cell;;an;{e}syeko </i>[ɛ̝´.sjɛ̝.ko̞]<i>;;s
Cellphone;OJEN;inan;o{yen} </i>[o̞.jɛ̝n´]<i>;;s
Cellphone, telephone;;inan;o{wa}e{ye} </i>[o̞.wä´.ɛ̝.jɛ̝´]<i>;;s
Center;;adj;{fo}pu </i>[fo̞´.pu]<i>;;s
Certain, be certain;;verb;yu{ye}yim </i>[ju.jɛ̝´.jim]<i>;;s
Chaebol;;inan;{ku}sabate </i>[ku´.s:ä.bä.tɛ̝]<i>;Considered rude but is becoming more widely used, especially in news outlets;s
Chain;;inan;ke{zha} </i>[kɛ̝.ʑä´]<i>;;s
Chainmail;;inan;ke{zhase} </i>[kɛ̝.ʑä´.sɛ̝´]<i>;;s
Chair;;inan;so{lum} </i>[so̞.lum´]<i>;;s
Change;;verb;de{kye} </i>[dɛ̝.kjɛ̝´]<i>;;s
Chapter;;inan;mu{za}zzo </i>[mu.zä´.z:o̞]<i>;;s
Chasm;;inan;{jue}de </i>[ju´.ɛ̝´.dɛ̝]<i>;;s
Chastity, abstinence;;inan;{si}teyo </i>[si´.tɛ̝.jo̞]<i>;;s
Cheeky;;adj;su{zi} </i>[su.zi´]<i>;;s
Chess;;inan;ke{ya}gu </i>[kɛ̝.jä´.gu]<i>;;s
Chest (Body);;inan;sum{po} </i>[sum.po̞´]<i>;;s
Chest (Body), upper body ;;inan;{tso}webi </i>[tso̞´.wɛ̝.bi]<i>;;s
Chicken;;an;to{tso}cho </i>[to̞.tso̞´.tɕo̞]<i>;;s
Chickpea;;an;to{su} </i>[to̞.su´]<i>;;s
Child labour laws;;inan;pe{leesewa}wo </i>[pɛ̝.lɛ̝:´.sɛ̝´.wä´.wo̞]<i>;;s
Child labour laws;;inan;pe{leesewa}wo </i>[pɛ̝.lɛ̝:´.sɛ̝´.wä´.wo̞]<i>;Archaic;s
Child, kid;;an;pe{le} </i>[pɛ̝.lɛ̝´]<i>;;s
Chip, crisp;;inan;za{fee} </i>[zä.fɛ̝:´]<i>;;s
